FID	OBJECTID	SYSTEMSTOP	STREET	CROSS_ST	DIR	POS	ROUTESSTPG	OWLROUTES	CITY	STATUS	PUBLIC_NAM	POINT_X	POINT_Y
10348	8915	1566	MICHIGAN	28TH STREET	NB	FT	"1,4"	N4	CHICAGO	1	Michigan & 28th Street	-87.623248	41.84363
10349	8916	8930	DAMEN	WABANSIA	NB	NS	50	 	CHICAGO	1	Damen & Wabansia	-87.677431	41.912216
10350	8917	2874	111TH STREET	LOOMIS	EB	NS	111	 	CHICAGO	1	111th Street & Loomis	-87.65708287	41.69212004
10351	8918	15336	GRAND	MEADE	EB	FS	65	 	CHICAGO	1	Grand & Meade	-87.77780916	41.92090404
10352	8919	4646	63RD STREET	76TH AVENUE	EB	NS	"62H,63W"	 	SUMMIT	1	63rd Street & 76th Avenue	-87.8107509	41.77697496
10353	8920	11009	DIVERSEY	FRANCISCO	EB	NS	76	 	CHICAGO	1	Diversey & Francisco	-87.700192	41.932019
10354	8921	9445	87TH STREET	BALTIMORE	EB	NS	87	 	CHICAGO	1	87th Street & Baltimore	-87.548915	41.737358
10355	8922	847	NORTH AVENUE	KENILWORTH	EB	NS	72	 	OAK PARK	1	North Ave & Kenilworth	-87.798103	41.9089
10356	8923	12444	119TH STREET	LAFLIN	EB	NT	119	 	CHICAGO	1	119th Street & Laflin	-87.65907441	41.67751829
10357	8924	1321	FULLERTON	ST. LOUIS (east leg)	EB	NS	74	 	CHICAGO	1	Fullerton & St. Louis	-87.71465391	41.92449502
10358	8925	10280	CICERO	13TH STREET	NB	NS	54	 	CICERO	1	Cicero & 13th Street	-87.74457332	41.8639707
10359	8926	7358	EWING	102ND STREET	NB	NS	"26,30"	 	CHICAGO	1	Ewing & 102nd Street	-87.53514118	41.70998333
10360	8927	4571	AUSTIN	62ND STREET	NB	NS	55A	 	CHICAGO	1	Austin & 62nd Street	-87.771489	41.779601
10361	8928	2108	KING DRIVE	BURNSIDE	NB	FS	3	 	CHICAGO	1	King Drive & Burnside	-87.61418333	41.72696975
10362	8929	4575	AUSTIN	59TH STREET	NB	NS	55A	 	CHICAGO	1	Austin & 59th Street	-87.771702	41.78511
10363	8930	1064	LAKE SHORE	BROMPTON	SB	FS	"135,146,151"	 	CHICAGO	1	Lake Shore & Brompton	-87.6429442	41.9475591
10364	8931	11147	KIMBALL	ALTGELD	SB	NS	82	 	CHICAGO	1	Kimball & Altgeld	-87.712232	41.926554
10365	8932	11597	CENTRAL	WABANSIA	NB	NS	85	 	CHICAGO	1	Central & Wabansia	-87.765486	41.911105
10366	8933	11621	CENTRAL	BELLE PLAINE	NB	NT	85	 	CHICAGO	1	Central & Belle Plaine	-87.766983	41.954929
10367	8934	7693	HARLEM	ARCHER	SB	FS	62H	 	SUMMIT	1	Harlem & Archer	-87.80168122	41.79157484
10368	8935	2448	LAFAYETTE	81ST STREET	SB	NS	29	 	CHICAGO	1	Lafayette & 81st Street	-87.625733	41.747425
10369	8936	7124	STONY ISLAND	72ND STREET	NB	NS	28	 	CHICAGO	1	Stony Island & 72nd Street	-87.58575603	41.76410725
10370	8937	15993	RACINE	LEXINGTON	NB	NT	60	N60	CHICAGO	1	Racine & Lexington	-87.65673915	41.87231854
10371	8938	5435	MILWAUKEE	GIDDINGS	SEB	NS	56	 	CHICAGO	1	Milwaukee & Giddings	-87.75979339	41.96668307
10372	8939	1602	MICHIGAN	25TH STREET	SB	FS	"1,4"	N4	CHICAGO	1	Michigan & 25th Street	-87.62376682	41.84715644
10373	8940	1927	CLARK	WAVELAND	NB	NS	22	N22	CHICAGO	6	Clark & Waveland	-87.6577379	41.94883198
10374	8941	4578	AUSTIN	56TH STREET	NB	NS	55A	 	CHICAGO	1	Austin & 56th Street	-87.771914	41.790613
10375	8942	10260	CICERO	16TH STREET	SB	NS	54	 	CICERO	1	Cicero & 16th Street	-87.74464468	41.85866009
10376	8943	11687	NARRAGANSETT	BELLE PLAINE	SB	NS	86	 	CHICAGO	1	Narragansett & Belle Plaine	-87.786694	41.955177
10377	8944	4841	FOSTER	MILWAUKEE	SWB	NS	92	 	CHICAGO	1	Foster & Milwaukee	-87.76673231	41.97475482
10378	8945	12911	PULASKI	84TH STREET	NB	NS	53A	 	CHICAGO	1	Pulaski & 84th Street	-87.72141446	41.74030743
10379	8946	1669	WESTERN	CATALPA	NB	MT	49B	 	CHICAGO	1	Western & Catalpa	-87.68924507	41.98135675
10380	8947	8738	DAMEN	52ND STREET (north leg)	NB	NS	48	 	CHICAGO	1	Damen & 52nd Street	-87.67436987	41.79932449
10381	8948	15955	BLUE ISLAND	LEAVITT	SWB	FS	60	N60	CHICAGO	1	Blue Island & Leavitt	-87.68084716	41.84667138
10382	8949	10229	CICERO	LE MOYNE	SB	NS	54	 	CHICAGO	1	Cicero & Le Moyne	-87.74616251	41.90787435
10383	8950	5468	MILWAUKEE	LOGAN BOULEVARD	SEB	FS	56	 	CHICAGO	1	Milwaukee & Logan Boulevard	-87.70546764	41.92781545
10384	8951	7176	LAKE PARK	52ND STREET	SB	NS	"15,28"	 	CHICAGO	1	Lake Park & 52nd Street	-87.58763944	41.80112809
10385	8952	2209	KING DRIVE	42ND STREET	SB	FS	3	 	CHICAGO	1	King Drive & 42nd Street	-87.61694565	41.81827619
10386	8953	3581	SKOKIE BLVD	GROSS POINT	SB	FS	"54A,97"	 	SKOKIE	1	Skokie Blvd & Gross Point	-87.74704167	42.04911833
10387	8954	16033	CENTRAL	1900 NORTH (ACCESS DRIVE)	SB	NS	85	 	CHICAGO	1	1900 N Central	-87.7658941	41.91531719
10388	8955	9589	AUSTIN	NORTH AVENUE	SB	FS	91	 	OAK PARK	1	Austin & North Ave	-87.77567793	41.90896297
10389	8956	17301	SHERIDAN	LINCOLN	SB	FS	201	 	EVANSTON	2	Sheridan & Lincoln	-87.67729643	42.06136995
10390	8957	2135	KING DRIVE	66TH STREET	NB	FS	3	 	CHICAGO	1	King Drive & 66th Street	-87.6154022	41.77497052
10391	8958	5465	MILWAUKEE	SPAULDING	SEB	NS	"56,76"	 	CHICAGO	1	Milwaukee & Spaulding	-87.7106785	41.93099162
10392	8959	7078	COMMERCIAL	94TH/ANTHONY	SB	FS	71	 	CHICAGO	1	Commercial & 94th/Anthony	-87.55125354	41.7247773
10393	8960	11788	HARLEM	SCHUBERT (north leg)	SB	NS	90	 	ELMWOOD PARK	1	Harlem & Schubert	-87.80657703	41.92946243
10394	8961	4395	ARCHER	LONG	NEB	NS	"62,62H"	 	CHICAGO	1	Archer & Long	-87.75765142	41.79637284
10395	8962	5490	MILWAUKEE	HADDON	SEB	NS	56	 	CHICAGO	1	Milwaukee & Haddon	-87.66573816	41.9027853
10396	8963	595	FAIRBANKS	SUPERIOR	NB	NS	"3,66,157"	N66	CHICAGO	1	Fairbanks & Superior	-87.620285	41.895689
10397	8964	15433	60TH STREET	WOODLAWN	EB	NS	"2,171,172"	 	CHICAGO	1	60th Street & Woodlawn	-87.5964491	41.78595081
10398	8965	14019	60TH STREET	ELLIS	EB	FS	"2,171,172"	 	CHICAGO	1	60th Street & Ellis	-87.60088971	41.78588821
10399	8966	14020	60TH STREET	UNIVERSITY	EB	FS	"2,171,172"	 	CHICAGO	1	60th Street & University	-87.59772191	41.78592162
10400	8967	15752	55TH STREET	WOODLAWN	EB	FS	"55,171"	N55	CHICAGO	1	55th Street & Woodlawn	-87.59611174	41.7949766
10401	8968	10566	55TH STREET	HYDE PARK BLVD	WB	FS	"55,171"	N55	CHICAGO	1	55th Street & Hyde Park Blvd	-87.5841541	41.79528439
10402	8969	15432	60TH STREET	COTTAGE GROVE	EB	FS	2	 	CHICAGO	1	60th Street & Cottage Grove	-87.60555644	41.78584076
10403	9723	2143	KING DRIVE	58TH STREET	NB	NT	3	 	CHICAGO	1	King Drive & 58th Street	-87.61576468	41.78930657
10404	9724	11214	CENTRAL PARK	23RD STREET	NB	NS	82	 	CHICAGO	1	Central Park & 23rd Street	-87.714867	41.849753
10405	9725	6708	HARRISON	404 WEST	EB	MB	36	 	CHICAGO	1	404 W Harrison	-87.637546	41.87438
10406	9726	4655	63RD STREET	NORMANDY	EB	NS	63W	 	CHICAGO	1	63rd Street & Normandy	-87.7887432	41.77749456
10407	9727	2032	DIVISION	311 WEST	EB	MB	70	 	CHICAGO	1	311 W Division	-87.63603037	41.90375329
10408	9728	2788	79TH STREET	GREENWOOD	EB	NS	79	N79	CHICAGO	1	79th Street & Greenwood	-87.59801038	41.75129046
10409	9729	3447	63RD STREET	UNIVERSITY (east leg)	EB	NS	63	N63	CHICAGO	1	63rd Street & University	-87.597432	41.780453
10410	9730	3596	OAKTON	NILES AVENUE	EB	NS	97	 	SKOKIE	1	Oakton & Niles Avenue	-87.751804	42.0262
10411	9731	10381	73RD STREET	BELT RAILWAY (5000 WEST)	EB	MB	54B	 	BEDFORD PARK	1	5000 W 73rd Street	-87.74673811	41.76000051
10412	9732	11335	MONTROSE	LAWNDALE	EB	NS	78	 	CHICAGO	1	Montrose & Lawndale	-87.720588	41.960981
10413	9733	3600	OAKTON	KENTON	EB	NS	97	 	SKOKIE	1	Oakton & Kenton	-87.742603	42.026199
10414	9734	11307	MONTROSE	NEENAH	EB	NT	78	 	CHICAGO	1	Montrose & Neenah	-87.79058722	41.96002859
10415	9735	2857	115TH STREET	MORGAN	WB	NS	115	 	CHICAGO	1	115th Street & Morgan	-87.64693698	41.6850974
10416	9736	17115	BLUE ISLAND	OAKLEY	NEB	FT	60	N60	CHICAGO	1	Blue Island & Oakley	-87.68274049	41.84576928
10417	9737	9450	BUFFALO	90TH STREET	SB	NS	87	 	CHICAGO	1	Buffalo & 90th Street	-87.544403	41.732162
10418	9738	11559	CENTRAL	THOMAS	SB	NS	85	 	CHICAGO	1	Central & Thomas	-87.765656	41.900396
10419	9739	9916	SUMMIT	PROSPECT	NWB	NS	68	 	PARK RIDGE	1	Summit & Prospect	-87.830411	42.009612
10420	9740	11563	CENTRAL	HURON	SB	NS	85	 	CHICAGO	1	Central & Huron	-87.765389	41.893003
10421	9741	8992	PULASKI	BELLE PLAINE	SB	NS	53	 	CHICAGO	1	Pulaski & Belle Plaine	-87.72776084	41.95555367
10422	9742	1811	CLARK	LELAND	SB	NS	22	N22	CHICAGO	1	Clark & Leland	-87.667188	41.967155
10423	9743	7697	HARLEM	59TH STREET	SB	NS	62H	 	SUMMIT	1	Harlem & 59th Street	-87.80141956	41.78472814
10424	9744	7095	TORRENCE	107TH STREET	SB	NS	71	 	CHICAGO	1	Torrence & 107th Street	-87.55967907	41.70105982
10425	9745	8617	ASHLAND	BERWYN	SB	NS	50	 	CHICAGO	1	Ashland & Berwyn	-87.669764	41.978092
10426	9746	10247	CICERO	ADAMS (north leg)	SB	NS	54	 	CHICAGO	1	Cicero & Adams	-87.74530464	41.87929949
10427	9747	2387	STATE	23RD STREET	SB	NT	29	 	CHICAGO	1	State & 23rd Street	-87.62716041	41.85088532
10428	9748	10470	CICERO	PRATT	SB	NS	54A	 	LINCOLNWOOD	1	Cicero & Pratt	-87.74817549	42.00461576
10429	9749	6607	SEDGWICK	SCOTT	SB	FS	37	 	CHICAGO	1	Sedgwick & Scott	-87.63846228	41.90485443
10430	9750	12869	PULASKI	8000 SOUTH	SB	MB	"53A,79"	 	CHICAGO	1	8000 S Pulaski	-87.721983	41.747911
10431	9751	3245	63RD STREET	GREEN LINE STATION	WB	TERM	63	N63	CHICAGO	1	Ashland/63rd Green Line Station	-87.663683	41.778812
10432	9752	2650	79TH STREET	LOWE	WB	NS	"8A,79"	N79	CHICAGO	1	79th Street & Lowe	-87.64028376	41.75075641
10433	9753	11058	DIVERSEY	OAKLEY	WB	NS	76	 	CHICAGO	1	Diversey & Oakley	-87.68533623	41.9322897
10434	9754	2854	115TH STREET	UNION (east leg)	WB	NS	115	 	CHICAGO	1	115th Street & Union	-87.63957027	41.68517423
10435	9755	2782	79TH STREET	EBERHART	EB	NS	79	N79	CHICAGO	1	79th Street & Eberhart	-87.61268	41.751115
10436	9756	11506	PETERSON	FOREST GLEN	WB	NS	84	 	CHICAGO	1	Peterson & Forest Glen	-87.74195724	41.99003752
10437	9757	4101	ARMITAGE	DAMEN	WB	NS	73	 	CHICAGO	1	Armitage & Damen	-87.67739461	41.91783097
10438	9758	7938	BELMONT	CAMPBELL (west leg)	WB	NS	77	N77	CHICAGO	1	Belmont & Campbell	-87.69044478	41.9395259
10439	9759	13046	60TH STREET	STATE	WB	NS	59	 	CHICAGO	1	60th Street & State	-87.62530935	41.78559311
10440	9760	12378	111TH STREET	HOMAN	WB	NS	112	 	CHICAGO	1	111th Street & Homan	-87.70556244	41.69156549
10441	9761	8362	WESTERN	PINK LINE STATION	NB	MB	"49,X49"	N49	CHICAGO	1	Western Pink Line Station	-87.685596	41.854328
10442	9762	8969	ASHLAND	BRYN MAWR	NB	NS	50	 	CHICAGO	1	Ashland & Bryn Mawr	-87.66968512	41.98339992
10443	9763	7342	AVENUE O	114TH STREET	NB	NS	30	 	CHICAGO	1	Avenue O & 114th Street	-87.54002708	41.68813563
10444	9764	6281	CLARK	IRVING PARK	NB	FS	"9,22"	N22	CHICAGO	1	Clark & Irving Park	-87.66232654	41.95464456
10445	9765	1900	CLARK	GOETHE	NB	NS	"22,36"	N22	CHICAGO	1	Clark & Goethe	-87.631429	41.905698
10446	9766	9092	PULASKI	MADISON	NB	NS	53	N53	CHICAGO	1	Pulaski & Madison	-87.7255754	41.88060612
10447	9767	1128	MICHIGAN	btwn DELAWARE & WALTON	NB	MB	"143,146,147,148,151"	 	CHICAGO	1	Michigan & Delaware/Walton	-87.624004	41.899435
10448	9768	11238	HOMAN	WASHINGTON	NB	NS	82	 	CHICAGO	1	Homan & Washington	-87.71092961	41.8826369
10449	9769	1901	CLARK	SCHILLER	NB	NS	"22,36"	N22	CHICAGO	1	Clark & Schiller	-87.631488	41.907741
10450	9770	1580	MICHIGAN	ROOSEVELT	NB	FS	"1,3,4,18"	N4	CHICAGO	1	Michigan & Roosevelt	-87.6239641	41.86789271
10451	9771	10008	KEDZIE	65TH STREET	NB	NS	52A	 	CHICAGO	1	Kedzie & 65th Street	-87.70297453	41.77527435
10452	9772	8942	DAMEN	BELMONT	NB	NS	50	 	CHICAGO	1	Damen & Belmont	-87.678276	41.939485
10453	9773	8944	DAMEN	ROSCOE	NB	NS	50	 	CHICAGO	1	Damen & Roscoe	-87.678376	41.94313
10454	9774	8749	DAMEN	ARCHER	NB	FS	50	 	CHICAGO	1	Damen & Archer	-87.67525049	41.83210957
10455	9775	1767	DEVON	DAMEN	WB	NS	155	 	CHICAGO	1	Devon & Damen	-87.68000697	41.99793352
10456	9776	9470	87TH STREET	STONY ISLAND	WB	FS	87	 	CHICAGO	1	87th Street & Stony Island (Farside)	-87.58592816	41.73697812
10457	9777	4834	FOSTER	CICERO	WB	NS	92	 	CHICAGO	1	Foster & Cicero	-87.74773394	41.9754238
10458	9778	5687	IRVING PARK	DAMEN/LINCOLN	WB	NS	80	 	CHICAGO	1	Irving Park & Damen/Lincoln	-87.67857913	41.95427527
10459	9779	9461	87TH STREET	SOUTH CHICAGO	WB	NS	87	 	CHICAGO	1	87th Street & South Chicago	-87.565477	41.737245
10460	9780	782	GRAND	NOBLE	WB	NS	65	 	CHICAGO	1	Grand & Noble	-87.6620999	41.89108116
10461	9781	2915	111TH STREET	NORMAL	WB	NS	111	 	CHICAGO	1	111th Street & Normal	-87.6350815	41.69251577
10462	9782	9511	87TH STREET	WESTERN	WB	NS	87	 	CHICAGO	1	87th Street & Western	-87.68221507	41.73564834
10463	9783	15511	61ST STREET	KING DRIVE	WB	FS	59	 	CHICAGO	1	61st Street & King Drive	-87.61600911	41.78393659
10464	9784	12625	ADDISON	ORIOLE	WB	NS	152	 	CHICAGO	1	Addison & Oriole	-87.81666859	41.94523245
10465	9785	11508	PETERSON	CICERO	WB	NS	84	 	CHICAGO	1	Peterson & Cicero	-87.74810761	41.99000134
10466	9786	4928	IRVING PARK	MARINE DRIVE	WB	FS	"135,148"	 	CHICAGO	1	Irving Park & Marine Drive	-87.64568443	41.95469031
10467	10904	17909	DODGE	CHURCH	NB	FS	205	 	EVANSTON	2	Dodge & Church	-87.698899	42.04864471
10468	10905	17908	DODGE	WASHINGTON (south leg)	SB	NS	"93,206"	 	EVANSTON	2	Dodge & Washington	-87.69941536	42.03279335
10469	10906	17911	DODGE	LAKE	SB	FS	"93,206"	 	EVANSTON	2	Dodge & Lake	-87.69921817	42.04397241
10470	10907	17913	CHICAGO	LASALLE	WB	FS	66	N66	CHICAGO	1	Chicago & LaSalle	-87.63290017	41.89672181
10471	10908	17914	WESTERN	BLUE LINE STATION	NB	MB	"49,X49"	 	CHICAGO	1	Western Blue Line Station	-87.68727141	41.91587816
10472	10909	1864	CLARK	LAKE	SB	FS	"22,24"	N22	CHICAGO	1	Clark & Lake	-87.631039	41.885501
10473	10910	17921	NORTH AVENUE	MAYFIELD (west leg)	EB	NS	72	 	CHICAGO	1	North Ave & Mayfield	-87.77333283	41.90917172
10474	10911	17922	FULLERTON	SEMINARY	WB	NS	74	 	CHICAGO	1	Fullerton & Seminary	-87.65586333	41.92541214
10475	10912	17924	71ST STREET	CALIFORNIA	EB	FS	"67,94"	 	CHICAGO	1	71st Street & California	-87.69284258	41.76447849
10476	10913	17926	MCCLURG	GRAND	NB	NS	"120,121"	 	CHICAGO	1	McClurg & Grand	-87.61760718	41.89171071
10477	10914	17923	FULLERTON	LAKEWOOD	EB	NS	74	 	CHICAGO	1	Fullerton & Lakewood	-87.66108654	41.9251654
10478	10915	17925	69TH STREET	DAMEN	WB	FS	"67,94"	 	CHICAGO	1	69th Street & Damen	-87.67387022	41.76851202
10479	10916	17943	FOREST PRES AVE	7100 WEST	NEB	MB	78	 	CHICAGO	1	7100 W Forest Preserve Avenue	-87.80634756	41.95420249
10480	10917	17944	MONTROSE	ASHLAND	EB	FS	78	 	CHICAGO	1	Montrose & Ashland	-87.66895331	41.96152604
10481	10918	17945	MONTROSE	SACRAMENTO	WB	FS	78	 	CHICAGO	1	Montrose & Sacramento	-87.70362834	41.96127219
10482	10919	17947	IRVING PARK	NATCHEZ	EB	NS	80	 	CHICAGO	1	Irving Park & Natchez	-87.7893471	41.95280383
10483	10920	17948	IRVING PARK	PACIFIC	WB	NT	80	 	UNINCORPORATED	1	Irving Park & Pacific	-87.82677643	41.95239828
10484	10921	17949	87TH STREET	WOOD	WB	FS	87	N87	CHICAGO	1	87th Street & Wood	-87.66819249	41.73581733
10485	10922	17950	HALSTED	53RD STREET	SB	FS	8	 	CHICAGO	1	Halsted & 53rd Street	-87.64535804	41.79771223
10486	10923	17951	HALSTED	53RD STREET	NB	FS	8	 	CHICAGO	1	Halsted & 53rd Street	-87.64513523	41.79800722
10487	10924	17957	75TH STREET	KING DRIVE	WB	FS	75	 	CHICAGO	1	75th Street & King Drive	-87.61536517	41.75846875
10488	10925	17959	MILWAUKEE	GRESHAM	NWB	FS	56	 	CHICAGO	1	Milwaukee & Gresham	-87.71600692	41.93444305
10489	10926	17961	31ST	BEACH	NB	TERM	35	 	CHICAGO	1	31st Street Beach	-87.60770395	41.83903661
10490	10927	17966	63RD STREET	LATROBE	WB	FT	63W	 	CHICAGO	1	63rd Street & Latrobe	-87.75335141	41.77828072
10491	10928	17967	COTTAGE GROVE	67TH STREET	SB	FS	4	 	CHICAGO	1	Cottage Grove & 67th Street	-87.60589408	41.77290554
10492	10929	17953	HALSTED	MARQUETTE RD	SB	FS	8	 	CHICAGO	1	Halsted & Marquette Rd	-87.64471101	41.77233751
10493	10930	17968	71ST STREET	JEFFERY	WB	FS	71	 	CHICAGO	1	71st Street & Jeffery	-87.57649919	41.76627204
10494	10931	17975	DIVISION	CENTRAL	EB	FS	70	 	CHICAGO	1	Division & Central	-87.76536266	41.90208219
10495	10932	17984	AUSTIN	VAN BUREN	SB	NS	91	 	OAK PARK	1	Austin & Van Buren	-87.77454665	41.87470653
10496	10933	17976	DIVISION	CENTRAL PARK	EB	FS	70	 	CHICAGO	1	Division & Central Park	-87.71630847	41.90268155
10497	10934	17977	DIVISION	HOMAN	EB	FS	70	 	CHICAGO	1	Division & Homan	-87.7114225	41.90271249
10498	10935	17978	DIVISION	HAMLIN	WB	FS	70	 	CHICAGO	1	Division & Hamlin	-87.72163839	41.90278039
10499	10936	17979	DIVISION	KEELER	WB	FS	70	 	CHICAGO	1	Division & Keeler	-87.73145063	41.90265993
10500	10937	17980	DIVISION	KOSTNER	WB	FS	70	 	CHICAGO	1	Division & Kostner	-87.7364335	41.90257989
10501	10938	17981	DIVISION	LONG	WB	NS	70	 	CHICAGO	1	Division & Long	-87.76121001	41.90224043
10502	10939	17982	DIVISION	CENTRAL	WB	NS	70	 	CHICAGO	1	Division & Central	-87.76589448	41.90220381
10503	10940	261	ROOSEVELT	51ST AVENUE	EB	NS	12	 	CICERO	1	Roosevelt & 51st Avenue	-87.75213825	41.86573504
10504	10941	2934	115TH STREET	1700 WEST RR CROSSING	EB	NS	111	 	CHICAGO	1	1700 W 115th Street	-87.66405046	41.6846913
10505	10942	177	HARRISON	ST. LOUIS	EB	NS	7	 	CHICAGO	1	Harrison & St. Louis	-87.713327	41.873541
10506	10943	7788	36TH STREET	FRANCISCO	EB	NS	35	 	CHICAGO	1	36th Street & Francisco	-87.697308	41.828155
10507	10944	10930	75TH STREET	PERRY	EB	NS	75	 	CHICAGO	1	75th Street & Perry	-87.628063	41.758096
10508	10945	2265	95TH STREET	EBERHART	EB	MT	"3,N5,95,115"	N5	CHICAGO	1	95th Street & Eberhart	-87.61183041	41.72186175
10509	10946	5671	IRVING PARK	FREMONT	EB	FS	80	 	CHICAGO	1	Irving Park & Fremont	-87.65191709	41.95445755
10510	10947	12479	ADDISON	NORDICA	EB	NS	152	 	CHICAGO	1	Addison & Nordica	-87.803444	41.945273
10511	10948	56	JACKSON	LAFLIN	EB	FS	126	 	CHICAGO	1	Jackson & Laflin	-87.664068	41.87759
10512	10949	10497	55TH STREET	KILBOURN	EB	FS	55	 	CHICAGO	1	55th Street & Kilbourn	-87.73512757	41.79304439
10513	10950	8154	47TH STREET	CAMPBELL	EB	NS	"47,94"	 	CHICAGO	1	47th Street & Campbell	-87.68698298	41.808324
10514	10951	9719	LAWRENCE	ORIOLE (east leg)	EB	NS	81W	 	NORRIDGE	1	Lawrence & Oriole	-87.81651896	41.96692717
10515	10952	6302	26TH STREET	500' WEST OF RR CROSSING	EB	MB	60	N60	CICERO	1	4631 W 26th Street	-87.73997052	41.8438367
10516	10953	423	MADISON	CAMPBELL (west leg)	EB	NS	20	N20	CHICAGO	1	Madison & Campbell	-87.68897646	41.88106252
10517	10954	10510	55TH STREET	SPAULDING	EB	FS	55	N55	CHICAGO	1	55th Street & Spaulding	-87.70590304	41.79341671
10518	10955	14675	DEMPSTER	FLORENCE	EB	NS	206	 	EVANSTON	2	Dempster & Florence	-87.69460104	42.04113802
10519	10956	735	GRAND	ABERDEEN	EB	NS	65	 	CHICAGO	1	Grand & Aberdeen	-87.65473053	41.89102866
10520	10957	3770	LAWRENCE	CLIFTON/RED LINE STATION	EB	FS	81	N81	CHICAGO	1	Lawrence Red Line Station	-87.6586045	41.968986
10521	10958	395	MADISON	LONG	EB	MT	20	N20	CHICAGO	1	Madison & Long	-87.75996715	41.88019981
10522	10959	12226	103RD STREET	1100 EAST RR CROSSING	EB	NS	106	 	CHICAGO	1	1100 E 103rd Street	-87.59660638	41.70753207
10523	10960	4990	BELMONT	PINE GROVE	EB	NS	"77,151,156"	 	CHICAGO	1	Belmont & Pine Grove	-87.64206639	41.94001446
10524	10961	1645	E HYDE PARK	DORCHESTER	EB	FS	"2,15"	 	CHICAGO	1	E Hyde Park & Dorchester	-87.59163448	41.80236778
10525	10962	5248	100TH STREET	CALHOUN	EB	FS	100	 	CHICAGO	1	100th Street & Calhoun	-87.56194985	41.71350178
10526	10963	708	GRAND	THOMAS	EB	NS	65	 	CHICAGO	6	Grand & Thomas	-87.71368713	41.9010388
10527	10964	11895	KEDZIE	CARMEN	NB	NS	"82,93"	 	CHICAGO	1	Kedzie & Carmen	-87.70854312	41.97381076
10528	10965	10427	CICERO	ARTHUR	NB	NS	54A	 	LINCOLNWOOD	1	Cicero & Arthur	-87.748104	41.99901
10529	8028	10909	74TH STREET	WOLCOTT	EB	MT	75	 	CHICAGO	1	74th Street & Wolcott	-87.6707094	41.7592666
10530	8029	1959	CLARK	NORTH SHORE	NB	NS	22	N22	CHICAGO	1	Clark & North Shore	-87.67237504	42.00342375
10531	8030	14333	RIDGE	BRUMMEL	NB	NS	"201,206"	 	EVANSTON	2	Ridge & Brummel	-87.68471504	42.02112695
10532	8031	11289	KIMBALL	BALMORAL	NB	NS	82	 	CHICAGO	1	Kimball & Balmoral	-87.713564	41.979276
10533	8032	4597	CICERO	43RD STREET	SB	NS	54B	 	CHICAGO	1	Cicero & 43rd Street	-87.74350687	41.81539048
10534	8033	5176	RACINE	63RD STREET	SB	NS	44	 	CHICAGO	1	Racine & 63rd Street	-87.65459314	41.77972004
10535	8034	4184	CALIFORNIA	26TH STREET	NB	NS	94	 	CHICAGO	1	California & 26th Street	-87.695137	41.84457
10536	8035	8389	WESTERN	IOWA	NB	FS	49	N49	CHICAGO	1	Western & Iowa	-87.68674153	41.897844
10537	8036	15198	MILWAUKEE	BERTEAU	SEB	FS	56	 	CHICAGO	1	Milwaukee & Berteau	-87.75126458	41.95680587
10538	8037	2539	COTTAGE GROVE	PERSHING	SB	NS	4	N4	CHICAGO	1	Cottage Grove & Pershing	-87.607068	41.824117
10539	8038	11556	CENTRAL	HIRSCH	SB	NS	85	 	CHICAGO	1	Central & Hirsch	-87.76586158	41.90589421
10540	8039	15258	CLARK	ELMDALE/PETERSON	SB	FS	22	N22	CHICAGO	1	Clark & Elmdale/Peterson	-87.67020324	41.99053154
10541	8040	3078	KEDZIE	45TH STREET	SB	NS	52	 	CHICAGO	1	Kedzie & 45th Street	-87.70421358	41.81185697
10542	8041	9859	HARLEM	TALCOTT	SB	NS	88	 	CHICAGO	1	Harlem & Talcott	-87.80700867	41.98603442
10543	8042	1371	LINCOLN	WINNEMAC	SEB	NS	11	 	CHICAGO	1	Lincoln & Winnemac	-87.691487	41.97304
10544	8043	7267	EWING	99TH STREET	SB	NS	"26,30"	 	CHICAGO	1	Ewing & 99th Street	-87.535422	41.715999
10545	8044	2562	COTTAGE GROVE	59TH STREET	SB	NT	"2,4"	N4	CHICAGO	1	Cottage Grove & 59th Street	-87.60620117	41.78805632
10546	8045	5363	BROADWAY	ROSCOE (north leg)	SB	NS	36	 	CHICAGO	1	Broadway & Roscoe	-87.645129	41.943759
10547	8046	15894	CLARK	POLK	SB	FS	24	 	CHICAGO	1	Clark & Polk	-87.63069157	41.87200623
10548	8047	5537	MILWAUKEE	ASHLAND/DIVISION	NWB	NS	56	 	CHICAGO	1	Milwaukee & Ashland/Division (Blue Line)	-87.66732673	41.90399057
10549	8048	1367	LINCOLN	BALMORAL	SEB	NS	11	 	CHICAGO	1	Lincoln & Balmoral	-87.692739	41.979541
10550	8049	1086	STOCKTON	LASALLE	SB	NS	"151,156"	 	CHICAGO	1	Stockton & LaSalle	-87.63185059	41.91361529
10551	8050	6066	ASHLAND	33RD STREET	SB	NS	9	N9	CHICAGO	1	Ashland & 33rd Street	-87.66578811	41.83428169
10552	8051	8195	WESTERN	ADDISON	SB	FS	"49,X49"	N49	CHICAGO	1	Western & Addison	-87.6883941	41.94637894
10553	8052	1849	CLARK	GOETHE	SB	NS	"22,36"	N22	CHICAGO	1	Clark & Goethe	-87.631578	41.905883
10554	8053	6530	WELLS	57TH STREET	SB	NS	"24,59"	 	CHICAGO	1	Wells & 57th Street	-87.631782	41.791025
