FID	OBJECTID	SYSTEMSTOP	STREET	CROSS_ST	DIR	POS	ROUTESSTPG	OWLROUTES	CITY	STATUS	PUBLIC_NAM	POINT_X	POINT_Y
216	280	3685	HALSTED	83RD STREET	SB	NS	8A	 	CHICAGO	1	Halsted & 83rd Street	-87.643883	41.743515
217	281	5163	RACINE	51ST STREET	SB	NS	44	 	CHICAGO	1	Racine & 51st Street	-87.655104	41.8015
218	282	2408	STATE	43RD STREET	SB	NS	29	 	CHICAGO	1	State & 43rd Street	-87.62639712	41.81659818
219	283	14612	CALIFORNIA	MADISON	SB	FS	94	 	CHICAGO	1	California & Madison	-87.69637461	41.88089101
220	284	2231	KING DRIVE	63RD STREET	SB	FS	3	 	CHICAGO	1	King Drive & 63rd Street	-87.61569366	41.77995847
221	285	5024	CLINTON	MADISON	SB	NS	"128,132,192"	 	CHICAGO	1	Clinton & Madison	-87.641267	41.881976
222	286	5629	IRVING PARK	LAMON	EB	NS	80	 	CHICAGO	1	Irving Park & Lamon	-87.74994875	41.95330775
223	287	10532	GARFIELD	RACINE	EB	FS	55	N55	CHICAGO	1	Garfield & Racine	-87.6544638	41.79375704
224	288	396	MADISON	LOCKWOOD (west leg)	EB	NS	20	N20	CHICAGO	1	Madison & Lockwood	-87.75778965	41.88025187
225	289	15383	HARLEM	DIVERSEY	NB	FS	90	 	CHICAGO	1	Harlem & Diversey	-87.80641009	41.93099446
226	290	15539	AUSTIN	WELLINGTON	NB	FS	91	 	CHICAGO	1	Austin & Wellington	-87.77602671	41.93506074
227	291	6186	ASHLAND	57TH STREET	NB	NS	9	N9	CHICAGO	1	Ashland & 57th Street	-87.66434247	41.79025299
228	292	10916	RACINE	76TH STREET	NB	FS	"44,75"	 	CHICAGO	1	Racine & 76th Street	-87.65378542	41.75651946
229	293	880	NORTH AVENUE	HAMLIN	EB	NS	72	 	CHICAGO	1	North Ave & Hamlin	-87.721763	41.90988
230	294	26	JACKSON	CENTRAL PARK	EB	FS	126	 	CHICAGO	1	Jackson & Central Park	-87.7154772	41.87714182
231	295	5660	IRVING PARK	DAMEN/LINCOLN	EB	NS	80	 	CHICAGO	1	Irving Park & Damen/Lincoln	-87.6788797	41.95404952
232	296	3385	63RD STREET	KEELER	EB	NS	63	N63	CHICAGO	1	63rd Street & Keeler	-87.727742	41.778549
233	297	12445	119TH STREET	LOOMIS	EB	NT	119	 	CHICAGO	1	119th Street & Loomis	-87.65658841	41.67754029
234	298	15698	ADDISON	NARRAGANSETT	EB	FS	152	 	CHICAGO	1	Addison & Narragansett	-87.78595115	41.94560324
235	299	1881	DEARBORN	MONROE	NB	FS	"22,24,36,62,151"	"N22,N62"	CHICAGO	1	Dearborn & Monroe	-87.629285	41.880948
236	300	5954	HALSTED	ARMITAGE	NB	NS	8	 	CHICAGO	1	Halsted & Armitage	-87.64841955	41.91807745
237	301	2752	79TH STREET	WOOD	EB	NS	79	N79	CHICAGO	1	79th Street & Wood	-87.66832726	41.75024126
238	302	7661	35TH STREET	DAMEN	EB	NS	35	 	CHICAGO	1	35th Street & Damen	-87.675437	41.830338
239	303	6688	POLK	DAMEN	EB	NS	157	 	CHICAGO	1	Polk & Damen	-87.67663349	41.87142139
240	304	2778	79TH STREET	INDIANA	EB	NS	79	N79	CHICAGO	1	79th Street & Indiana	-87.6198742	41.75098439
241	305	2889	111TH STREET	MICHIGAN	EB	NS	111	 	CHICAGO	1	111th Street & Michigan	-87.62122408	41.69253952
242	306	389	MADISON	MENARD	EB	NS	20	N20	CHICAGO	1	Madison & Menard	-87.76992191	41.88008776
243	307	15789	87TH STREET	MORGAN	EB	FS	"24,87"	N87	CHICAGO	1	87th Street & Morgan	-87.64808512	41.7358845
244	308	1631	51ST STREET	KING DRIVE (e. serv. dr.)	EB	FS	15	 	CHICAGO	1	51st Street & King Drive	-87.61574132	41.80203876
245	309	7022	S. SHORE DRIVE	79TH STREET	NB	FS	"N5,6,26,71"	N5	CHICAGO	1	S. Shore Drive & 79th Street	-87.54823243	41.75223404
246	310	8171	47TH STREET	WALLACE	EB	NS	47	 	CHICAGO	1	47th Street & Wallace	-87.64081761	41.80887375
247	311	10786	71ST STREET	KING DRIVE	EB	NS	71	 	CHICAGO	1	71st Street & King Drive	-87.61548	41.76563
248	312	2890	111TH STREET	INDIANA	EB	NS	111	 	CHICAGO	1	111th Street & Indiana	-87.61840705	41.69257126
249	313	1756	MORSE	SHERIDAN	EB	NS	155	 	CHICAGO	1	Morse & Sheridan	-87.66177918	42.00790263
250	314	11161	HOMAN (east leg)	GRAND	SB	NS	82	 	CHICAGO	1	Homan & Grand	-87.71154689	41.90027454
251	315	2497	COTTAGE GROVE	60TH STREET	NB	NS	4	N4	CHICAGO	1	Cottage Grove & 60th Street	-87.60593411	41.78573679
252	316	6262	ASHLAND	WEBSTER	NB	NS	9	 	CHICAGO	1	Ashland & Webster	-87.66847102	41.92136043
253	317	4982	LASALLE	HURON	NB	FS	156	 	CHICAGO	1	LaSalle & Huron	-87.63257579	41.89484249
254	318	6724	SEDGWICK	NORTH AVENUE	NB	NS	37	 	CHICAGO	1	Sedgwick & North Avenue	-87.6385132	41.91096074
255	193	11953	92ND STREET	BALTIMORE	EB	NS	95	 	CHICAGO	1	92nd Street & Baltimore	-87.54862704	41.72818418
256	194	2723	79TH STREET	KILPATRICK (east leg)	EB	NS	79	 	CHICAGO	1	79th Street & Kilpatrick	-87.73722716	41.74911107
257	195	1307	FULLERTON	KILPATRICK	EB	NS	74	 	CHICAGO	1	Fullerton & Kilpatrick	-87.74397363	41.92414302
258	196	6696	TAYLOR	THROOP	EB	NS	157	 	CHICAGO	1	Taylor & Throop	-87.65929365	41.86931425
259	197	22	JACKSON	KARLOV	EB	FS	126	 	CHICAGO	1	Jackson & Karlov	-87.72780787	41.8770066
260	198	4767	FOSTER	MONTICELLO	EB	NS	92	 	CHICAGO	1	Foster & Monticello	-87.71978	41.975526
261	199	6057	ASHLAND	CERMAK/BLUE ISLAND	SB	NS	"9,X9"	N9	CHICAGO	1	Ashland & Cermak/Blue Island	-87.66617293	41.85248368
262	200	1790	CLARK	ALBION	SB	NS	22	N22	CHICAGO	1	Clark & Albion	-87.67198065	42.00178504
263	201	1847	CLARK	BURTON	SB	NS	"22,36"	N22	CHICAGO	1	Clark & Burton	-87.631719	41.909497
264	202	11474	RIDGE	BROADWAY/BRYN MAWR	NWB	FS	84	 	CHICAGO	1	Ridge & Broadway/Bryn Mawr	-87.660447	41.983932
265	203	1368	LINCOLN	BERWYN	SEB	NS	11	 	CHICAGO	1	Lincoln & Berwyn	-87.692578	41.977713
266	204	11877	CALIFORNIA	DEVON	SB	NS	93	 	CHICAGO	1	California & Devon	-87.69972827	41.99764619
267	205	3718	HALSTED	115TH STREET	SB	NS	"8A,108"	 	CHICAGO	1	Halsted & 115th Street	-87.64227929	41.68519279
268	206	5173	RACINE	60TH STREET	SB	NS	44	 	CHICAGO	1	Racine & 60th Street	-87.65469488	41.78513736
269	207	5182	RACINE	68TH STREET	SB	NS	44	 	CHICAGO	1	Racine & 68th Street	-87.65434201	41.77057756
270	208	7543	MICHIGAN	110TH STREET	SB	NS	"34,119"	N34	CHICAGO	1	Michigan & 110th Street	-87.62086382	41.6945046
271	209	10235	CICERO	IOWA	SB	NS	54	 	CHICAGO	1	Cicero & Iowa	-87.74591	41.896936
272	210	4525	ARCHER	MAJOR (west leg)	SWB	NS	"62,62H"	 	CHICAGO	1	Archer & Major	-87.76464595	41.79544108
273	211	5368	BROADWAY	SURF (north leg)	SB	NS	36	 	CHICAGO	1	Broadway & Surf	-87.64431034	41.93492829
274	212	9925	NORTHWEST HWY	OVERHILL	SEB	FS	68	 	CHICAGO	1	Northwest Hwy & Overhill	-87.81870908	42.00432736
275	213	9936	NORTHWEST HWY	NIAGARA	SEB	FT	68	 	CHICAGO	1	Northwest Hwy & Niagara	-87.8008397	41.99339964
276	214	16069	CICERO	PERSHING	SB	FS	54B	 	CHICAGO	1	Cicero & Pershing	-87.74369328	41.82179553
277	215	2259	KING DRIVE	90TH STREET	SB	FS	3	 	CHICAGO	1	King Drive & 90th Street	-87.61445367	41.73096625
278	216	14102	JEFFERSON PARK	BLUE LINE STATION/SOUTH B	SWB	TERM	81	N81	CHICAGO	1	Jefferson Park Transit Center	-87.76185025	41.96984927
279	217	7058	S. SHORE DRIVE	77TH STREET	SB	FS	"N5,6,26,71"	N5	CHICAGO	1	S. Shore Drive & 77th Street	-87.55339915	41.75689547
280	218	5353	BROADWAY	CULLOM	SB	MT	36	 	CHICAGO	1	Broadway & Cullom	-87.654145	41.960081
281	219	6488	WENTWORTH	CERMAK	NB	NS	24	 	CHICAGO	1	Wentworth & Cermak	-87.63191809	41.85269836
282	220	5710	IRVING PARK	KEYSTONE	WB	NS	80	 	CHICAGO	1	Irving Park & Keystone (Blue Line)	-87.72903944	41.95374569
283	221	5314	67TH STREET	EAST END	WB	NT	"N5,6,15,67"	N5	CHICAGO	1	67th Street & East End	-87.58383046	41.77341842
284	222	4723	JACKSON	CAMPBELL	WB	NS	126	 	CHICAGO	1	Jackson & Campbell	-87.68868467	41.87759071
285	223	8099	47TH STREET	ALBANY	WB	NS	47	 	CHICAGO	1	47th Street & Albany	-87.70140483	41.80822289
286	224	237	CONGRESS	KARLOV	WB	NS	7	 	CHICAGO	1	Congress & Karlov	-87.72774701	41.87439868
287	225	458	MADISON	PEORIA	WB	NS	20	N20	CHICAGO	1	Madison & Peoria	-87.649477	41.8818
288	226	9688	LAWRENCE	MENARD (west leg)	WB	NS	"81W,91"	 	CHICAGO	1	Lawrence & Menard	-87.772711	41.967761
289	227	10122	71ST STREET	SPAULDING	WB	NT	67	 	CHICAGO	1	71st Street & Spaulding	-87.7052	41.764399
290	228	335	ROOSEVELT	MAY	WB	NS	12	 	CHICAGO	1	Roosevelt & May	-87.65499111	41.86711341
291	229	9749	LAWRENCE	PROSPECT	WB	FS	81W	 	NORRIDGE	1	Lawrence & Prospect	-87.83101847	41.96676517
292	230	7997	43RD STREET	COTTAGE GROVE	WB	NS	43	 	CHICAGO	1	43rd Street & Cottage Grove	-87.60657472	41.81688172
293	231	9517	87TH STREET	ALBANY	WB	NT	87	 	CHICAGO	1	87th Street & Albany	-87.69960034	41.7353777
294	232	7586	131ST STREET	RHODES	WB	MT	34	N34	CHICAGO	1	131st Street & Rhodes	-87.609601	41.657499
295	233	4132	ARMITAGE	4600 WEST	WB	MB	73	 	CHICAGO	1	4600 W Armitage	-87.74183673	41.91705044
296	234	14681	CENTRAL STREET	RIDGE	WB	NS	201	 	EVANSTON	2	Central Street & Ridge	-87.68329	42.06417
297	235	9687	LAWRENCE	MAJOR (west leg)	WB	NS	"81W,91"	 	CHICAGO	1	Lawrence & Major	-87.770069	41.967801
298	236	5379	STATE	HURON	SB	NS	36	 	CHICAGO	1	State & Huron	-87.628241	41.895007
299	237	12609	ADDISON	MELVINA	WB	NS	152	 	CHICAGO	1	Addison & Melvina	-87.78122829	41.94575459
300	238	9314	BELMONT	CENTRAL PARK	WB	NS	77	N77	CHICAGO	1	Belmont & Central Park	-87.71726747	41.93927553
301	239	14523	CHICAGO	HAMLIN	WB	FS	66	N66	CHICAGO	1	Chicago & Hamlin	-87.72134984	41.89548807
302	240	12574	ADDISON	CALIFORNIA	WB	NS	152	 	CHICAGO	1	Addison & California	-87.69785558	41.94674469
303	241	1543	51ST STREET	INDIANA	WB	NS	15	 	CHICAGO	1	51st Street & Indiana	-87.62093295	41.80210347
304	242	6846	CERMAK	ARCHER	WB	NS	21	 	CHICAGO	1	Cermak & Archer	-87.6342735	41.85294079
305	243	15316	35TH STREET	MICHIGAN	WB	FS	35	 	CHICAGO	1	35th Street & Michigan	-87.62369993	41.83109973
306	244	367	ROOSEVELT	KEELER	WB	NS	12	 	CHICAGO	1	Roosevelt & Keeler	-87.72995235	41.86618436
307	245	17019	BELMONT	CENTRAL	WB	FS	77	N77	CHICAGO	1	Belmont & Central	-87.76677666	41.93863989
308	246	15337	GRAND	MENARD	WB	FS	65	 	CHICAGO	1	Grand & Menard	-87.77091308	41.91975665
309	247	6859	CERMAK	THROOP	WB	NS	21	 	CHICAGO	1	Cermak & Throop	-87.65859158	41.85250609
310	248	7590	127TH STREET	MICHIGAN	WB	NS	"34,108"	N34	CHICAGO	1	127th Street & Michigan	-87.61978427	41.66354445
311	249	11378	MONTROSE	OAKLEY	WB	NT	78	 	CHICAGO	1	Montrose & Oakley	-87.686301	41.961398
312	250	786	GRAND	WOOD	WB	NS	65	 	CHICAGO	1	Grand & Wood	-87.671862	41.8909867
313	251	1541	51ST STREET	KING DRIVE (w. serv. dr.)	WB	FS	15	 	CHICAGO	1	51st Street & King Drive	-87.61682331	41.8021636
314	252	13079	59TH STREET	SACRAMENTO	WB	NS	59	 	CHICAGO	1	59th Street & Sacramento	-87.69833257	41.78638521
315	253	622	CHICAGO	ASHLAND	WB	NS	66	N66	CHICAGO	1	Chicago & Ashland	-87.66707916	41.89615141
316	254	17487	HALSTED	LINCOLN/FULLERTON	NB	FS	8	 	CHICAGO	1	Halsted & Lincoln/Fullerton	-87.64867694	41.92571877
317	255	17462	PULASKI	ADDISON	SB	FS	53	N53	CHICAGO	1	Pulaski & Addison	-87.72749217	41.94618759
318	319	5320	STONY ISLAND	63RD STREET	NB	NS	"6,15,28"	 	CHICAGO	1	Stony Island & 63rd Street	-87.58635116	41.78047225
319	320	8707	DAMEN	83RD STREET	NB	NS	48	 	CHICAGO	1	Damen & 83rd Street	-87.672839	41.742807
320	321	14978	HALSTED	107TH STREET	SB	FS	"8A,108"	 	CHICAGO	1	Halsted & 107th Street	-87.64274308	41.69935242
321	322	6076	ASHLAND	43RD STREET	SB	NS	"9,X9"	N9	CHICAGO	1	Ashland & 43rd Street	-87.66523268	41.81592123
322	323	6009	ASHLAND	WRIGHTWOOD	SB	NS	9	 	CHICAGO	1	Ashland & Wrightwood	-87.66840601	41.92884949
323	324	2233	KING DRIVE	65TH STREET	SB	FT	3	 	CHICAGO	1	King Drive & 65th Street	-87.61562	41.776388
324	325	9908	NORTHWEST HWY	OLIPHANT	NWB	NS	68	 	CHICAGO	1	Northwest Hwy & Oliphant	-87.81601158	42.00273158
325	326	4422	ARCHER	SACRAMENTO	NEB	NS	62	N62	CHICAGO	1	Archer & Sacramento	-87.6994427	41.8169142
326	327	4636	WELLS	JACKSON	SB	NS	37	 	CHICAGO	1	Wells & Jackson	-87.633793	41.878194
327	328	7094	TORRENCE	106TH STREET	SB	NS	71	 	CHICAGO	1	Torrence & 106th Street	-87.55970672	41.70284711
328	329	17663	83RD STREET	VINCENNES	EB	FS	24	 	CHICAGO	1	83rd Street & Vincennes	-87.63567039	41.74398743
329	330	17664	83RD STREET	HOLLAND	EB	NS	24	 	CHICAGO	1	83rd Street & Holland	-87.63233926	41.74347769
330	331	17665	HOLLAND	8400 SOUTH	SB	MB	24	 	CHICAGO	1	8400 S Holland	-87.63211859	41.74144204
331	332	17666	HOLLAND	8500 SOUTH	SB	MB	24	 	CHICAGO	1	8500 S Holland	-87.6320755	41.73909856
332	333	17667	HOLLAND	8501 S HOLLAND	NB	MB	24	 	CHICAGO	1	8501 S Holland	-87.63183008	41.73934022
333	334	17668	HOLLAND	8401 SOUTH	NB	MB	24	 	CHICAGO	1	8401 S Holland	-87.63190363	41.74121623
334	335	17669	83RD STREET	HOLLAND	WB	FS	24	 	CHICAGO	1	83rd Street & Holland	-87.63251207	41.74360292
335	336	8778	DAMEN	59TH STREET	SB	NS	48	 	CHICAGO	1	Damen & 59th Street	-87.67420183	41.786725
336	337	10495	55TH STREET	KILPATRICK	EB	FS	55	 	CHICAGO	1	55th Street & Kilpatrick	-87.73991156	41.79294409
337	338	10931	75TH STREET	LAFAYETTE	EB	NS	75	 	CHICAGO	1	75th Street & Lafayette	-87.626593	41.758046
338	339	1636	51ST STREET	COTTAGE GROVE	EB	NS	15	 	CHICAGO	1	51st Street & Cottage Grove	-87.60657938	41.80219055
339	340	9408	87TH STREET	RED LINE STATION	EB	MB	87	N87	CHICAGO	1	87th Red Line Station	-87.62482928	41.7361613
340	341	8062	43RD STREET	DREXEL	EB	FS	43	 	CHICAGO	1	43rd Street & Drexel	-87.60385917	41.81677624
341	342	9638	AUSTIN	DIVISION	NB	NS	91	 	CHICAGO	1	Austin & Division	-87.7752696	41.90189912
342	343	11748	NARRAGANSETT	WRIGHTWOOD	NB	NS	86	 	CHICAGO	1	Narragansett & Wrightwood	-87.785489	41.9273
343	344	11476	RIDGE	GLENWOOD	NWB	NS	84	 	CHICAGO	1	Ridge & Glenwood	-87.664927	41.986659
344	345	15445	KEDZIE	TOUHY	SB	NS	11	 	SKOKIE	1	Kedzie & Touhy	-87.70914201	42.01197222
345	346	14030	AVENUE O	134TH STREET	SB	NS	30	 	CHICAGO	1	Avenue O & 134th Street	-87.53997325	41.65189447
346	347	14528	LASALLE	KINZIE	NB	FS	156	 	CHICAGO	1	LaSalle & Kinzie	-87.63236867	41.88937563
347	348	17183	ASHLAND	POLK	SB	FS	9	N9	CHICAGO	1	Ashland & Polk	-87.66667512	41.87147509
348	349	10226	CICERO	GRAND	SB	NS	54	 	CHICAGO	1	Cicero & Grand	-87.74613314	41.9141716
349	350	1689	WESTERN	JARVIS(south leg)	NB	NS	49B	 	CHICAGO	1	Western & Jarvis	-87.69013526	42.01558983
350	351	6016	ASHLAND	CORTLAND	SB	NS	"9,X9"	 	CHICAGO	1	Ashland & Cortland	-87.66793248	41.91630396
351	352	84	VAN BUREN	CANAL	WB	NS	37	 	CHICAGO	1	Van Buren & Canal	-87.63938046	41.87682748
352	353	5738	IRVING PARK	OAK PARK	WB	NS	80	X80	CHICAGO	1	Irving Park & Oak Park	-87.7960992	41.95280984
353	354	1282	FULLERTON	NARRAGANSETT	WB	NS	74	 	CHICAGO	1	Fullerton & Narragansett	-87.7852845	41.92378886
354	355	15676	DIVISION	WELLS	WB	FS	70	 	CHICAGO	1	Division & Wells	-87.63492031	41.90391691
355	356	479	MADISON	SACRAMENTO	WB	NS	20	N20	CHICAGO	1	Madison & Sacramento	-87.701062	41.881088
356	357	864	NORTH AVENUE	LONG (west leg)	EB	NS	72	 	CHICAGO	1	North Ave & Long	-87.761029	41.909379
357	358	14813	MONTROSE	CALIFORNIA	EB	FS	78	 	CHICAGO	1	Montrose & California	-87.6980109	41.96119475
358	359	3729	LAWRENCE	LECLAIRE-KENNEDY OFF RAMP	EB	NS	81	N81	CHICAGO	1	Lawrence & Leclaire	-87.75514647	41.96783793
359	360	12392	111TH STREET	KEDZIE	EB	NS	112	 	CHICAGO	1	111th Street & Kedzie	-87.70096611	41.69149952
360	361	2939	115TH STREET	RACINE	EB	NS	115	 	CHICAGO	1	115th Street & Racine	-87.65196366	41.68489116
361	362	15206	CHICAGO	PAULINA	EB	FS	66	N66	CHICAGO	1	Chicago & Paulina	-87.66940692	41.89595185
362	363	14812	FULLERTON	CENTRAL	EB	FS	74	 	CHICAGO	1	Fullerton & Central	-87.7657416	41.9238739
363	364	1296	FULLERTON	MENARD	EB	NS	74	 	CHICAGO	1	Fullerton & Menard	-87.77095686	41.9238215
364	365	14810	GRAND	NARRAGANSETT	EB	FS	65	 	CHICAGO	1	Grand & Narragansett	-87.78504053	41.922446
365	366	2728	79TH STREET	PULASKI	EB	FS	"79,169"	 	CHICAGO	1	79th Street & Pulaski	-87.72149967	41.74939638
366	367	11318	MONTROSE	LONG	EB	NS	78	 	CHICAGO	1	Montrose & Long	-87.762416	41.96048
367	368	10549	GARFIELD	KING DRIVE	EB	NS	55	N55	CHICAGO	1	Garfield & King Drive	-87.6161524	41.79441235
368	369	15043	CHICAGO	ROCKWELL	EB	FS	66	N66	CHICAGO	1	Chicago & Rockwell	-87.69155692	41.89561683
369	370	15001	DEVON	KEDZIE	EB	TERM	96	 	LINCOLNWOOD	1	Devon & Kedzie Terminal	-87.70952663	41.99786612
370	371	17324	PULASKI	BRYN MAWR	SB	FS	53	 	CHICAGO	1	Pulaski & Bryn Mawr	-87.72852807	41.98266396
371	372	5488	MILWAUKEE	ASHLAND	SEB	NS	56	 	CHICAGO	1	Milwaukee & Ashland (Blue Line)	-87.66767923	41.90402947
372	373	963	NORTH AVENUE	LAWNDALE(east leg)	WB	NS	72	 	CHICAGO	1	North Ave & Lawndale	-87.71885413	41.91009453
373	374	926	NORTH AVENUE	WELLS	WB	NS	"N9,72"	N9	CHICAGO	1	North Ave & Wells	-87.63452737	41.91118658
374	375	15306	CERMAK	LEAVITT	WB	FS	21	 	CHICAGO	1	Cermak & Leavitt	-87.68115347	41.85215974
375	376	11084	DIVERSEY	KILPATRICK	WB	NS	76	 	CHICAGO	1	Diversey & Kilpatrick	-87.74401579	41.93162958
376	377	8801	DAMEN	83RD STREET	SB	NS	48	 	CHICAGO	1	Damen & 83rd Street	-87.67304986	41.74297238
377	378	15041	MILWAUKEE	FULLERTON	SEB	FS	56	 	CHICAGO	1	Milwaukee & Fullerton	-87.70030322	41.92460752
378	379	6082	ASHLAND	49TH STREET	SB	NS	9	N9	CHICAGO	1	Ashland & 49th Street	-87.66499628	41.80504056
379	380	4521	ARCHER	LOCKWOOD	SWB	NS	"62,62H"	 	CHICAGO	1	Archer & Lockwood	-87.75497022	41.79695658
380	381	1405	ARMITAGE	CLARK	EB	NS	73	 	CHICAGO	1	Armitage & Clark	-87.63626476	41.91836831
381	382	9284	BELMONT	SOUTHPORT	EB	NS	77	N77	CHICAGO	1	Belmont & Southport	-87.6639978	41.93969678
382	383	9265	BELMONT	KOSTNER	EB	NS	77	N77	CHICAGO	1	Belmont & Kostner	-87.73714468	41.93889163
383	384	9428	87TH STREET	STONY ISLAND	EB	NS	87	 	CHICAGO	1	87th Street & Stony Island (Nearside)	-87.58580436	41.73683919
384	385	7341	AVENUE O	116TH STREET	NB	FT	30	 	CHICAGO	1	Avenue O & 116th Street	-87.53999666	41.68470941
385	386	8935	DAMEN	WEBSTER	NB	NS	50	 	CHICAGO	1	Damen & Webster	-87.677703	41.9213
386	387	6478	LASALLE	PERSHING	NB	FS	"24,39"	 	CHICAGO	1	LaSalle & Pershing	-87.6295682	41.82395209
387	388	8169	47TH STREET	HALSTED	EB	NS	47	 	CHICAGO	1	47th Street & Halsted	-87.64569747	41.80879207
388	389	3266	63RD STREET	ST. LOUIS	WB	NS	63	N63	CHICAGO	1	63rd Street & St. Louis	-87.710133	41.778892
389	390	11393	MONTROSE	HAMLIN	WB	NS	78	 	CHICAGO	1	Montrose & Hamlin	-87.72282573	41.96107385
390	391	12586	ADDISON	PULASKI	WB	NS	152	 	CHICAGO	1	Addison & Pulaski	-87.72726222	41.94643977
391	392	927	NORTH AVENUE	SEDGWICK	WB	NS	"N9,72"	N9	CHICAGO	1	North Ave & Sedgwick (Brown Line)	-87.63841909	41.91122311
392	393	3228	63RD STREET	WENTWORTH	WB	NS	63	N63	CHICAGO	1	63rd Street & Wentworth	-87.62998054	41.78005202
393	394	9454	87TH STREET	COMMERCIAL	WB	FS	87	 	CHICAGO	1	87th Street & Commercial	-87.55172575	41.73744325
394	395	206	HARRISON	HALSTED	WB	FS	"7,60,755"	N60	CHICAGO	1	Harrison & Halsted	-87.64775	41.874441
395	396	5707	IRVING PARK	HAMLIN	WB	NS	80	 	CHICAGO	1	Irving Park & Hamlin	-87.72255106	41.95381454
396	397	4094	CORTLAND	SOUTHPORT	WB	NS	73	 	CHICAGO	1	Cortland & Southport	-87.66289	41.917095
397	398	14828	MONTROSE	ASHLAND	WB	FS	78	 	CHICAGO	1	Montrose & Ashland	-87.66958774	41.96165552
398	399	15183	36TH STREET	KEDZIE	WB	NS	35	 	CHICAGO	1	36th Street & Kedzie	-87.70436515	41.82813953
399	400	473	MADISON	WESTERN	WB	NS	20	N20	CHICAGO	1	Madison & Western	-87.686193	41.881235
400	401	4115	ARMITAGE	KEDZIE	WB	NS	73	 	CHICAGO	1	Armitage & Kedzie	-87.70678834	41.91746599
401	402	12167	103RD STREET	STATE	WB	NS	103	 	CHICAGO	1	103rd Street & State	-87.62338394	41.7072341
402	403	12186	103RD STREET	WOOD	WB	NS	103	 	CHICAGO	1	103rd Street & Wood	-87.66701618	41.70665751
403	404	11827	HIGGINS	HARLEM	NWB	FS	90	 	CHICAGO	1	Higgins & Harlem	-87.8074118	41.98129468
404	405	2376	STATE	ROOSEVELT	SB	NS	"29,62"	 	CHICAGO	1	State & Roosevelt	-87.62753585	41.86759377
405	406	1597	MICHIGAN	CULLERTON	SB	FS	"1,3,4"	N4	CHICAGO	1	Michigan & Cullerton	-87.62399267	41.85534056
406	407	6111	ASHLAND	76TH STREET	SB	NS	9	N9	CHICAGO	1	Ashland & 76th Street	-87.66370353	41.75592748
407	408	17338	KEDZIE	ARCHER	SB	FS	52	 	CHICAGO	1	Kedzie & Archer	-87.70429526	41.81382133
408	409	2382	STATE	18TH STREET	SB	FS	"29,62"	 	CHICAGO	1	State & 18th Street	-87.6273364	41.85753705
409	410	15039	NARRAGANSETT	DIVERSEY	SB	FS	86	 	CHICAGO	1	Narragansett & Diversey	-87.78577606	41.93083059
410	411	5181	RACINE	MARQUETTE RD	SB	NS	44	 	CHICAGO	1	Racine & Marquette Rd	-87.65439757	41.77243564
411	412	14618	ASHLAND	WELLINGTON	SB	FS	9	 	CHICAGO	1	Ashland & Wellington	-87.66862968	41.93595791
412	413	8614	BROADWAY	HOLLYWOOD	SB	NS	36	 	CHICAGO	1	Broadway & Hollywood	-87.660241	41.985508
413	414	8758	DAMEN	ARCHER	SB	NS	50	 	CHICAGO	1	Damen & Archer	-87.67539647	41.83191788
414	415	14509	WACKER (upper)	WABASH	SWB	NS	"2,6,10,134,135,136,146,148"	 	CHICAGO	1	Wacker (Upper) & Wabash	-87.62648695	41.88754404
415	416	2194	KING DRIVE	26TH STREET	SB	FS	3	 	CHICAGO	1	King Drive & 26th Street	-87.61776811	41.84545476
416	417	9472	87TH STREET	DORCHESTER (east leg)	WB	NS	87	 	CHICAGO	1	87th Street & Dorchester	-87.590098	41.736912
417	418	6450	WENTWORTH	MARQUETTE RD	NB	NS	24	 	CHICAGO	1	Wentworth & Marquette Rd	-87.62986882	41.77258351
418	419	16194	BROADWAY	WILSON	NB	FS	36	 	CHICAGO	1	Broadway & Wilson	-87.65747542	41.96559124
419	420	6547	VINCENNES	75TH STREET/YALE	SB	NS	24	 	CHICAGO	1	Vincennes & 75th Street/Yale	-87.63147531	41.75821301
420	421	17363	KING DRIVE	79TH STREET	SB	FS	3	 	CHICAGO	1	King Drive & 79th Street	-87.61503894	41.75092081
421	422	17342	BELMONT	WESTERN/CLYBOURN	EB	FS	77	N77	CHICAGO	1	Belmont & Western/Clybourn	-87.68763836	41.93938755
422	423	14451	BROADWAY	ADDISON	SB	FS	36	 	CHICAGO	1	Broadway & Addison	-87.64715229	41.94701409
423	424	8297	WESTERN	69TH STREET	SB	NS	"49,X49"	N49	CHICAGO	1	Western & 69th Street	-87.68349472	41.76845216
424	425	17405	ADDISON	CENTRAL	EB	FS	152	 	CHICAGO	1	Addison & Central	-87.76652536	41.94581596
425	426	6524	GARFIELD	RED LINE STATION	EB	MB	"24,55"	N55	CHICAGO	1	Garfield Red Line Station	-87.63104442	41.79411546
426	427	5023	CLINTON	WASHINGTON	SB	NS	"125,130"	 	CHICAGO	1	Clinton & Washington	-87.641313	41.883314
427	428	6675	OGDEN serv.dr.	SACRAMENTO	NEB	FS	18	 	CHICAGO	1	Ogden & Sacramento	-87.70113115	41.85921125
428	429	6195	ASHLAND	49TH STREET	NB	FS	9	N9	CHICAGO	1	Ashland & 49th Street	-87.66474944	41.80507134
429	430	703	GRAND	HAMLIN	EB	NS	65	 	CHICAGO	1	Grand & Hamlin	-87.72159442	41.90418821
