Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
1/8/2018,Completed,1/9/2018,18-00129487,Street Lights - All/Out,6800 S KEDVALE AVE,60629,1149875.068,1859184.407,13,8,65,41.76950891,-87.72618555,"(41.76950890673723, -87.7261855527301)"
1/8/2018,Completed,1/9/2018,18-00130913,Street Lights - All/Out,9331 S PEORIA ST,60620,1171956.069,1842883.218,21,22,73,41.72432005,-87.64572388,"(41.72432005074033, -87.64572388288919)"
11/1/2017,Completed - Dup,1/9/2018,17-07343338,Street Lights - All/Out,4530 N LONG AVE,60630,1139515.437,1929746.974,45,16,15,41.96333661,-87.76243988,"(41.96333660999992, -87.76243987989449)"
11/3/2017,Completed,1/9/2018,17-07404843,Street Lights - All/Out,3500 W CARROLL AVE,60624,1152988.488,1902176.933,28,11,27,41.88742511,-87.71363626,"(41.88742510964686, -87.71363625590993)"
1/2/2018,Completed,1/9/2018,18-00025651,Street Lights - All/Out,8456 S KEDZIE AVE,60652,1156523.258,1848272.319,18,8,70,41.73943303,-87.70210951,"(41.73943303184798, -87.70210950986403)"
1/4/2018,Completed,1/9/2018,18-00053007,Street Lights - All/Out,9800 S MARQUETTE AVE,60617,1195949.278,1840520.642,10,4,51,41.71727741,-87.55791663,"(41.71727741152, -87.5579166349332)"
1/4/2018,Completed,1/9/2018,18-00063015,Street Lights - All/Out,5000 S ARTESIAN AVE,60632,1160873.248,1871452.81,14,9,63,41.80295494,-87.68553205,"(41.80295493998081, -87.68553204633416)"
1/4/2018,Completed,1/9/2018,18-00063020,Street Lights - All/Out,2120 N RACINE AVE,60614,1167964.798,1914238.696,2,18,7,41.92021341,-87.65829029,"(41.920213405533886, -87.65829028928225)"
1/4/2018,Completed,1/9/2018,18-00063676,Street Lights - All/Out,3600 N NEVA AVE,60634,1127770.136,1923093.763,38,16,17,41.94528606,-87.80577477,"(41.94528606132575, -87.80577476663018)"
1/4/2018,Completed,1/9/2018,18-00066565,Street Lights - All/Out,11130 S SACRAMENTO AVE,60655,1158283.31,1830660.104,19,22,74,41.69106643,-87.69613847,"(41.691066430445105, -87.69613846867377)"
1/4/2018,Completed,1/9/2018,18-00067075,Street Lights - All/Out,4605 S KARLOV AVE,60632,1149796.502,1873785.655,14,8,57,41.80957852,-87.72609552,"(41.809578515189514, -87.72609552064004)"
1/5/2018,Completed,1/9/2018,18-00069091,Street Lights - All/Out,800 W 53RD ST,60609,1171871.733,1869675.15,20,9,61,41.7978423,-87.6452478,"(41.79784230391737, -87.64524780263764)"
1/5/2018,Completed,1/9/2018,18-00074984,Street Lights - All/Out,4110 N CAMPBELL AVE,60618,1158971.429,1927264.21,47,19,5,41.95614577,-87.69097493,"(41.95614577098522, -87.69097492742362)"
1/5/2018,Completed,1/9/2018,18-00075509,Street Lights - All/Out,3343 W 38TH PL,60632,1154709.8,1878874.403,12,9,58,41.82344603,-87.70793833,"(41.82344603361123, -87.70793832775605)"
1/5/2018,Completed,1/9/2018,18-00077448,Street Lights - All/Out,1800 W HADDON AVE,60622,1164185.584,1907702.14,1,12,24,41.90235745,-87.67236084,"(41.90235744601911, -87.67236083791819)"
1/5/2018,Completed,1/9/2018,18-00078860,Street Lights - All/Out,6715 S KILBOURN AVE,60629,1147533.645,1859694.917,13,8,65,41.77095487,-87.73475525,"(41.770954868284385, -87.73475525393827)"
12/1/2017,Completed,1/10/2018,17-08084351,Street Lights - All/Out,6848 W 57TH ST,60638,1131618.831,1865981.017,23,8,56,41.78849427,-87.7929496,"(41.78849426834954, -87.79294959584732)"
12/28/2017,Completed,1/10/2018,17-08632972,Street Lights - All/Out,7748 S DANTE AVE,60619,1186849.593,1853827.323,5,4,45,41.75401239,-87.59082394,"(41.75401239314067, -87.59082394029996)"
1/9/2018,Completed,1/10/2018,18-00142703,Street Lights - All/Out,10717 S ROCKWELL ST,60655,1160992.04,1833472.155,19,22,75,41.69872779,-87.68614414,"(41.69872778879305, -87.68614413996747)"
1/9/2018,Completed,1/10/2018,18-00142774,Street Lights - All/Out,8030 S DOBSON AVE,60619,1184618.392,1851970.08,8,6,44,41.74896848,-87.59905853,"(41.74896848185287, -87.5990585255316)"
1/9/2018,Completed,1/10/2018,18-00142783,Street Lights - All/Out,12900 S HALSTED ST,60628,1173354.803,1819269.386,34,5,53,41.65948925,-87.64129528,"(41.659489254914874, -87.64129527945823)"
1/9/2018,Completed,1/10/2018,18-00142787,Street Lights - All/Out,3543 N HARLEM AVE,60634,1127447.114,1922709.142,38,16,17,41.94423606,-87.80697078,"(41.94423606350778, -87.8069707818614)"
1/9/2018,Completed,1/10/2018,18-00142816,Street Lights - All/Out,2035 N HARLEM AVE,60707,1127765.601,1912722.202,29,25,25,41.91682528,-87.8060259,"(41.91682527999942, -87.80602589501193)"
1/9/2018,Completed,1/10/2018,18-00142821,Street Lights - All/Out,5700 W NORTH AVE,60639,1138055.8,1910061.177,29,25,25,41.90934328,-87.7682836,"(41.909343277496305, -87.76828359908716)"
1/9/2018,Completed,1/10/2018,18-00142969,Street Lights - All/Out,1620 W NORTH AVE,60622,1165211.98,1910720.685,32,14,24,41.91061878,-87.6685048,"(41.910618775897994, -87.66850480018483)"
1/10/2018,Completed,1/10/2018,18-00165163,Street Lights - All/Out,3500 W WASHINGTON BLVD,60624,1152999.02,1899946.26,28,11,27,41.88130371,-87.71365673,"(41.881303705904664, -87.71365673028754)"
1/2/2018,Completed,1/10/2018,18-00017731,Street Lights - All/Out,5601 W CATALPA AVE,60630,1137847.403,1936216.351,45,16,11,41.98111948,-87.76841592,"(41.981119482339366, -87.76841591714214)"
1/4/2018,Completed,1/10/2018,18-00063511,Street Lights - All/Out,1134 N CENTRAL AVE,60651,1138799.737,1907120.49,29,15,25,41.9012602,-87.76562216,"(41.901260200950155, -87.76562215792107)"
1/4/2018,Completed,1/10/2018,18-00063823,Street Lights - All/Out,139 W 112TH PL,60628,1177289.405,1830355.382,34,5,49,41.68982336,-87.62656472,"(41.6898233590484, -87.62656472052846)"
1/5/2018,Completed,1/10/2018,18-00069009,Street Lights - All/Out,5150 S TALMAN AVE,60632,1159567.898,1870749.014,14,9,63,41.80105053,-87.6903387,"(41.80105053032413, -87.6903386984637)"
1/5/2018,Completed,1/10/2018,18-00071155,Street Lights - All/Out,7424 S EMERALD AVE,60621,1172584.854,1855679.151,6,7,68,41.75941998,-87.64304469,"(41.75941998138961, -87.64304468520375)"
1/5/2018,Completed,1/10/2018,18-00080031,Street Lights - All/Out,1043 S AUSTIN BLVD,60644,1136533.338,1895106.01,29,15,25,41.86833173,-87.7742345,"(41.86833172954765, -87.77423450349696)"
1/8/2018,Completed,1/10/2018,18-00120391,Street Lights - All/Out,2251 E 130TH ST,60633,1193096.893,1819325.264,10,4,55,41.65918492,-87.56905224,"(41.65918492033969, -87.56905224217275)"
1/8/2018,Completed,1/10/2018,18-00122311,Street Lights - All/Out,4901 S LAMON AVE,60638,1144520.06,1871688.83,22,8,56,41.80392518,-87.74550154,"(41.80392517612871, -87.74550153619472)"
1/8/2018,Completed,1/10/2018,18-00129438,Street Lights - All/Out,4351 S KEATING AVE,60632,1145416.272,1875366.492,22,8,56,41.81400038,-87.74212183,"(41.81400037686212, -87.74212182861262)"
1/8/2018,Completed,1/10/2018,18-00131903,Street Lights - All/Out,7300 S KEDZIE AVE,60629,1156302.297,1856041.066,18,8,66,41.76075617,-87.70271046,"(41.760756174172016, -87.7027104629077)"
1/8/2018,Completed,1/10/2018,18-00133259,Street Lights - All/Out,175 N HARBOR DR,60601,1179641.323,1901752.956,42,1,32,41.88569182,-87.61577285,"(41.88569181559134, -87.61577285492346)"
12/29/2017,Completed - Dup,1/11/2018,17-08656245,Street Lights - All/Out,859 N SPAULDING AVE,60651,1154256.568,1905574.98,27,11,23,41.89672446,-87.70888864,"(41.896724456069286, -87.70888864360947)"
12/29/2017,Completed,1/11/2018,17-08655123,Street Lights - All/Out,3300 W CHICAGO AVE,60651,1154229.56,1905139.42,27,11,23,41.89552978,-87.70899948,"(41.89552977857303, -87.70899948172313)"
1/11/2018,Completed,1/11/2018,18-00185406,Street Lights - All/Out,1700 W 87TH ST,60620,1166526.146,1847008.607,21,6,71,41.73575804,-87.66549634,"(41.73575803941187, -87.66549634265581)"
1/11/2018,Completed,1/11/2018,18-00185443,Street Lights - All/Out,51 W PERSHING RD,60609,1176526.145,1879134.035,3,2,38,41.82369484,-87.62789467,"(41.8236948375965, -87.62789467398677)"
1/11/2018,Completed,1/11/2018,18-00194303,Street Lights - All/Out,3716 W 51ST ST,60632,1152570.371,1870553.276,14,8,62,41.80065417,-87.71600647,"(41.80065417357887, -87.71600646784657)"
1/11/2018,Completed,1/11/2018,18-00195546,Street Lights - All/Out,2714 W GRAND AVE,60612,1158177.32,1904418.473,26,12,24,41.89347169,-87.69451996,"(41.89347169189896, -87.69451995924197)"
1/11/2018,Completed,1/11/2018,18-00196352,Street Lights - All/Out,4900 S KEATING AVE,60632,1145518.95,1871719.083,14,8,56,41.80398939,-87.74183727,"(41.80398938860339, -87.74183727043828)"
10/2/2017,Completed,1/11/2018,17-06584555,Street Lights - All/Out,6100 S MASSASOIT AVE,60638,1139112.416,1863535.631,13,8,64,41.78165117,-87.765532,"(41.78165116635439, -87.7655320021805)"
1/10/2018,Completed,1/11/2018,18-00165495,Street Lights - All/Out,4800 N ELSTON AVE,60630,1145561.617,1931526.742,39,17,14,41.96810774,-87.74016459,"(41.96810773762195, -87.74016458807667)"
1/10/2018,Completed,1/11/2018,18-00165498,Street Lights - All/Out,1500 W 69TH ST,60636,1167525.685,1858979.483,16,7,67,41.76858644,-87.66149193,"(41.768586435858026, -87.66149193466585)"
1/10/2018,Completed,1/11/2018,18-00165529,Street Lights - All/Out,1002 N HOMAN AVE,60651,1153523.429,1906468.919,27,11,23,41.89919212,-87.71155756,"(41.89919212185625, -87.71155756100237)"
1/10/2018,Completed,1/11/2018,18-00165532,Street Lights - All/Out,1650 W FULTON ST,60612,1165681.822,1902094.533,27,12,28,41.886938,-87.6670249,"(41.88693799689736, -87.66702489502656)"
1/10/2018,Completed,1/11/2018,18-00165538,Street Lights - All/Out,5301 N SHERIDAN RD,60640,1168683.265,1935482.95,48,20,77,41.97849294,-87.65503279,"(41.97849294206525, -87.65503279169828)"
1/10/2018,Completed,1/11/2018,18-00168645,Street Lights - All/Out,126 E KENSINGTON AVE,60628,1179106.498,1828226.53,9,5,53,41.68394037,-87.61997689,"(41.68394037403877, -87.61997688980262)"
1/10/2018,Completed,1/11/2018,18-00170387,Street Lights - All/Out,1000 N PULASKI RD,60651,1149539.386,1906377.764,37,11,23,41.89902028,-87.72619333,"(41.89902028389674, -87.72619332743419)"
1/10/2018,Completed,1/11/2018,18-00170430,Street Lights - All/Out,4000 W DIVISION ST,60651,1149500.132,1907708.038,37,25,23,41.90267145,-87.72630293,"(41.90267145344235, -87.72630293354702)"
1/10/2018,Completed,1/11/2018,18-00171980,Street Lights - All/Out,3030 W 21ST PL,60623,1156482.05,1889561.02,24,10,30,41.8527358,-87.70114799,"(41.85273579603382, -87.70114799440084)"
1/10/2018,Completed,1/11/2018,18-00172108,Street Lights - All/Out,6200 S STATE ST,60621,1177339.497,1863903.761,20,3,69,41.78188319,-87.62537102,"(41.78188318611775, -87.6253710175851)"
1/10/2018,Completed,1/11/2018,18-00172324,Street Lights - All/Out,7600 S SOUTH CHICAGO AVE,60619,1186229.937,1854867.645,5,4,45,41.75688179,-87.59306193,"(41.75688178950321, -87.59306193470238)"
1/10/2018,Completed,1/11/2018,18-00172436,Street Lights - All/Out,6446 S ST LAWRENCE AVE,60637,1181342.618,1862399.459,20,3,42,41.77766386,-87.61074104,"(41.77766385963504, -87.61074103864549)"
1/10/2018,Completed,1/11/2018,18-00174528,Street Lights - All/Out,6300 S KNOX AVE,60629,1146461.733,1862426.434,13,8,64,41.77847101,-87.73861531,"(41.77847101488801, -87.73861530683645)"
1/10/2018,Completed,1/11/2018,18-00176656,Street Lights - All/Out,5137 W WASHINGTON BLVD,60644,1142024.495,1900030.658,28,15,25,41.88174568,-87.753953,"(41.88174568173616, -87.75395300013655)"
1/10/2018,Completed,1/11/2018,18-00176874,Street Lights - All/Out,3800 W 81ST ST,60652,1152466.66,1850606.126,18,8,70,41.74591809,-87.71691114,"(41.74591809048925, -87.71691114096538)"
1/10/2018,Completed,1/11/2018,18-00177374,Street Lights - All/Out,8214 S RIDGELAND AVE,60617,1189357.28,1850862.555,8,4,45,41.74581704,-87.58172916,"(41.74581704167817, -87.58172915720307)"
1/11/2018,Completed - Dup,1/11/2018,18-00189106,Street Lights - All/Out,1245 E 88TH ST,60619,1186228.62,1846889.8,8,4,48,41.73498981,-87.5933182,"(41.734989811735275, -87.59331820446278)"
1/4/2018,Completed,1/11/2018,18-00064725,Street Lights - All/Out,1900 S TROY ST,60623,1155658.173,1890537.553,24,10,29,41.85543212,-87.70414563,"(41.85543211720471, -87.7041456317987)"
1/5/2018,Completed,1/11/2018,18-00074439,Street Lights - All/Out,9609 S AVENUE M,60617,1201453.442,1841984.733,10,4,52,41.72115719,-87.53770816,"(41.7211571881894, -87.53770815804731)"
1/5/2018,Completed,1/11/2018,18-00084627,Street Lights - All/Out,3100 N ASHLAND AVE,60657,1165110.179,1920648.696,32,19,6,41.937864,-87.66859604,"(41.93786399626135, -87.66859604441154)"
1/6/2018,Completed,1/11/2018,18-00097822,Street Lights - All/Out,4044 N WESTERN AVE,60618,1159647.896,1926895.57,47,19,5,41.95512026,-87.68849827,"(41.95512026166899, -87.68849826698911)"
1/8/2018,Completed - Dup,1/11/2018,18-00127084,Street Lights - All/Out,11000 S AVENUE H,60617,1202861.701,1832632.863,10,4,52,41.69545908,-87.53286855,"(41.69545908181443, -87.53286854543605)"
1/8/2018,Completed - Dup,1/11/2018,18-00127146,Street Lights - All/Out,11100 S AVENUE H,60617,1202867.424,1831974.012,10,4,52,41.69365099,-87.53287001,"(41.69365099154512, -87.53287000973498)"
1/8/2018,Completed,1/11/2018,18-00120435,Street Lights - All/Out,1550 W CONGRESS PKWY,60607,1165964.27,1897814.089,28,12,28,41.8751861,-87.66610988,"(41.875186099003805, -87.66610988183852)"
1/8/2018,Completed,1/11/2018,18-00121527,Street Lights - All/Out,2403 W 21ST ST,60608,1160672.436,1890007.731,28,10,31,41.85387593,-87.68575557,"(41.85387592968775, -87.68575556804062)"
1/8/2018,Completed,1/11/2018,18-00131406,Street Lights - All/Out,4200 N LINCOLN AVE,60618,1161601.029,1927875.96,47,19,5,41.95776995,-87.68129077,"(41.95776994966967, -87.68129076698574)"
1/8/2018,Completed,1/11/2018,18-00133997,Street Lights - All/Out,1818 N TRIPP AVE,60639,1147768.775,1911763.647,35,25,20,41.9138339,-87.73255823,"(41.913833898199314, -87.73255823185016)"
1/8/2018,Completed,1/11/2018,18-00134110,Street Lights - All/Out,3422 N NORMANDY AVE,60634,1131138.826,1922015.694,38,16,17,41.94227015,-87.79341745,"(41.94227015486861, -87.79341745025563)"
1/9/2018,Completed,1/11/2018,18-00142786,Street Lights - All/Out,3200 N OSCEOLA AVE,60634,1125860.797,1920417.401,29,16,17,41.93797383,-87.81285266,"(41.93797382639673, -87.81285265992747)"
1/9/2018,Completed,1/11/2018,18-00158569,Street Lights - All/Out,2600 W 23RD ST,60608,1159392.237,1888638.602,24,10,30,41.85014529,-87.69049201,"(41.85014529296038, -87.69049201304716)"
1/9/2018,Completed,1/11/2018,18-00162287,Street Lights - All/Out,8015 S HERMITAGE AVE,60620,1166073.474,1851543.703,21,6,71,41.74821263,-87.66702612,"(41.748212632020916, -87.66702612221104)"
1/9/2018,Completed,1/11/2018,18-00162719,Street Lights - All/Out,4000 W CONGRESS PKWY,60624,1149807.143,1897392.517,28,11,26,41.8743586,-87.72544365,"(41.87435859540129, -87.72544364601164)"
1/11/2018,Completed,1/12/2018,18-00185303,Street Lights - All/Out,9030 S BRANDON AVE,60617,1198893.766,1845664.807,10,4,46,41.73132014,-87.54696037,"(41.731320141234775, -87.54696036523974)"
1/11/2018,Completed,1/12/2018,18-00185772,Street Lights - All/Out,5518 S HYDE PARK BLVD,60637,1188597.234,1868742.446,5,2,41,41.79489914,-87.58394323,"(41.794899137782366, -87.58394322917597)"
1/11/2018,Completed,1/12/2018,18-00186218,Street Lights - All/Out,8300 W IRVING PARK RD,60634,1120008.684,1925530.902,38,16,17,41.95210142,-87.83425147,"(41.952101424845075, -87.83425146775707)"
1/11/2018,Completed,1/12/2018,18-00186284,Street Lights - All/Out,8567 W FOREST PRESERVE AVE,60634,1118710.839,1920890.546,38,16,76,41.93938832,-87.83912084,"(41.93938831535086, -87.83912084299287)"
1/11/2018,Completed,1/12/2018,18-00186292,Street Lights - All/Out,6926 W HAYES AVE,60631,1129088.75,1943033.452,41,16,10,41.99998024,-87.80047207,"(41.999980241292675, -87.80047207013078)"
1/11/2018,Completed,1/12/2018,18-00186756,Street Lights - All/Out,1200 N PAULINA ST,60622,1164709.8,1908049.02,1,14,24,41.90329821,-87.67042547,"(41.90329821006557, -87.67042546824322)"
1/11/2018,Completed,1/12/2018,18-00187141,Street Lights - All/Out,200 W NORTH AVE,60610,1174408.911,1910991.532,2,18,7,41.91116141,-87.63471085,"(41.911161406917785, -87.63471084676605)"
1/11/2018,Completed,1/12/2018,18-00189718,Street Lights - All/Out,2607 W 22ND PL,60608,1159335.85,1888967.59,24,10,30,41.85104923,-87.69068993,"(41.85104922884924, -87.69068992563798)"
1/11/2018,Completed,1/12/2018,18-00191946,Street Lights - All/Out,300 W 24TH ST,60616,1174590.532,1888383.352,25,9,34,41.84911912,-87.63471972,"(41.849119117342084, -87.6347197186492)"
1/11/2018,Completed,1/12/2018,18-00194054,Street Lights - All/Out,3851 W 48TH ST,60632,1151419.491,1872523.078,14,8,57,41.8060822,-87.72017563,"(41.80608219856145, -87.7201756322503)"
1/11/2018,Completed,1/12/2018,18-00194136,Street Lights - All/Out,3738 W 49TH ST,60632,1152153.14,1871876.254,14,8,57,41.80429283,-87.71750184,"(41.80429282802016, -87.71750184361052)"
1/11/2018,Completed,1/12/2018,18-00194233,Street Lights - All/Out,421 E 108TH ST,60628,1181052.57,1833440.063,9,5,49,41.69820259,-87.61269333,"(41.698202594912885, -87.6126933299471)"
1/11/2018,Completed,1/12/2018,18-00195313,Street Lights - All/Out,7918 S GREENWOOD AVE,60619,1184926.132,1852726.269,8,6,44,41.75103633,-87.59790718,"(41.75103632960249, -87.59790717945964)"
1/11/2018,Completed,1/12/2018,18-00197230,Street Lights - All/Out,3805 W 77TH PL,60652,1152040.546,1852866.96,18,8,70,41.75213057,-87.71841332,"(41.75213056871081, -87.71841332459152)"
1/11/2018,Completed,1/12/2018,18-00197909,Street Lights - All/Out,4610 S ARCHER AVE,60632,1153800.422,1873856.057,14,8,58,41.80969314,-87.71140778,"(41.80969313566035, -87.71140777690016)"
1/11/2018,Completed,1/12/2018,18-00198246,Street Lights - All/Out,2200 W 50TH PL,60609,1162411.36,1871146.99,15,9,63,41.80208378,-87.67989959,"(41.80208378291234, -87.67989959163035)"
1/11/2018,Completed,1/12/2018,18-00206216,Street Lights - All/Out,348 E 90TH PL,60619,1180106.319,1845051.833,9,6,44,41.73008847,-87.61580368,"(41.73008847294327, -87.6158036824026)"
1/12/2018,Completed - Dup,1/12/2018,18-00209631,Street Lights - All/Out,2300 W 19TH ST,60608,1161337.758,1890690.968,25,12,31,41.85573701,-87.6832946,"(41.85573700762469, -87.68329459989364)"
1/12/2018,Completed - Dup,1/12/2018,18-00211114,Street Lights - All/Out,314 S CENTRAL PARK BLVD,60624,1152435.717,1898371.131,28,11,27,41.87699253,-87.71576678,"(41.87699252581215, -87.71576678331265)"
1/12/2018,Completed - Dup,1/12/2018,18-00219158,Street Lights - All/Out,8900 S BURLEY AVE,60617,1199216.251,1846571.452,10,4,46,41.73379995,-87.54574862,"(41.733799952043675, -87.54574861785804)"
1/12/2018,Completed - Dup,1/12/2018,18-00219174,Street Lights - All/Out,9000 S BURLEY AVE,60617,1199234.291,1845904.318,10,4,46,41.73196883,-87.5457049,"(41.73196883320586, -87.54570489639559)"
1/12/2018,Completed - Dup,1/12/2018,18-00219312,Street Lights - All/Out,8900 S BUFFALO AVE,60617,1199589.622,1846580.492,10,4,46,41.73381538,-87.5443805,"(41.733815375819866, -87.54438049606149)"
1/12/2018,Completed - Dup,1/12/2018,18-00219360,Street Lights - All/Out,9000 S BUFFALO AVE,60617,1199607.404,1845914.083,10,4,46,41.73198625,-87.54433773,"(41.73198625114844, -87.5443377347115)"
1/12/2018,Completed,1/12/2018,18-00209131,Street Lights - All/Out,1520 W 95TH ST,60643,1167663.781,1841723.555,21,22,73,41.72123077,-87.66147959,"(41.72123076587476, -87.66147959496747)"
1/12/2018,Completed,1/12/2018,18-00228561,Street Lights - All/Out,5900 S PAYNE DR,60637,1182112.385,1866066.861,20,2,40,41.78770976,-87.60780565,"(41.787709762226825, -87.60780565057065)"
1/12/2018,Completed,1/12/2018,18-00228604,Street Lights - All/Out,410 E GARFIELD BLVD,60615,1179896.749,1868633.186,4,2,40,41.79480302,-87.61585086,"(41.794803015897664, -87.6158508637154)"
1/8/2018,Completed,1/12/2018,18-00125326,Street Lights - All/Out,8200 W IRVING PARK RD,60634,1120677.289,1925557.543,38,16,17,41.95216382,-87.83179303,"(41.95216382144568, -87.83179303160718)"
